RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type,Review
"9091730","","Delta-Sleep-Inducing Peptide","","","Comarousal","1992","8","o","","MP3",  ""
"5967740","","Delta-Sleep-Inducing Peptide","","","Falling Lighthouse","1993","0","w","","Cassette",  ""
"5248677","","Delta-Sleep-Inducing Peptide","","","Heavy Barrage","1990","0","w","","Cassette",  ""
"5248663","","Delta-Sleep-Inducing Peptide","","","Incidence / Aftermath","1992","0","o","","MP3",  ""
"4323179","","Delta-Sleep-Inducing Peptide","","","L-Tryptophan","1991","0","w","","Cassette",  ""
"5968826","","Delta-Sleep-Inducing Peptide","","","Oscillopsia","2014","7","n","","",  ""
"4700675","Yves","De Mey","","","Metrics","2013","0","u","","MP3",  ""
"70433","","Demilich","","","Nespithe","1993","9","o","","MP3",  ""
"70434","","Demilich","","","The Four Instructive Tales... of Decomposition","1991","0","o","","MP3",  ""
"2880872","","Denier Du Culte","","","Mission dans le néant","1984","0","w","","Cassette",  ""
"3693904","","Depravity","","","Silence of the Centuries","2011","0","w","","CD",  ""
"382171","","Depravity","","","Silence of the Centuries","1993","8","o","","MP3",  ""
"32592","","De Press","","","Product","1982","0","o","","MP3",  ""
"3241201","","Der Herr kam über sie","","","Enter the Center of Lust","1990","0","w","","LP",  ""
"291935","","Des Esseintes","","","Les Diaboliques","2005","0","w","","CD",  ""
"52571","","Desultory","","","Bitterness","1994","8","o","","MP3",  ""
"32222","","Deutsch Nepal","","","Benevolence - Flogging Satan Alive","1993","0","w","","CD",  ""
"738043","","DG 307","","","DG 307 (1973-5)","1990","0","w","","CD",  ""
"11203567","","Dharsvagûndzmal","","","Mitätöivää","2019","0","o","","MP3",  ""
"452030","","Digital Dance","","","Treatment / Bad Meeting","1981","0","w","","LP",  ""
"7607628","Das","Ding","","","DD-TAT017","2016","0","w","","Cassette",  ""
"6013482","Das","Ding","","","Why Is My Life So Boring?","2014","0","w","","LP",  ""
"101293","","Discharge","","","Fight Back","1980","0","w","","LP",  ""
"261985","","Dissecting Table","","","Between Life and Death","1990","0","w","","CD",  ""
"1480454","","Dissecting Table","","","Ultimate Psychological Description","1986","0","w","","LP",  ""
"1150006","","Distress","","","Put u raj","1996","0","w","","LP",  ""
"8780608","","DJ Dar","","","Pubrt","2000","0","w","","Cassette",  ""
"159380","","DNA","","","DNA on DNA","2004","9","o","","MP3",  ""
"1523834","","Doc Wör Mirran","","","Breasts of Misconception","1990","7","o","","MP3",  ""
"487679","","Doc Wör Mirran","","","Severe Pig","1989","0","w","","LP",  ""
"256694","","Doc Wör Mirran","","","The Music of Blood","1994","0","w","","CD",  ""
"16893","","Dog Faced Hermans","","","Hum of Life","1993","7","o","","MP3",  ""
"160124","","Doom","","","Total Doom","1989","7","o","","MP3",  ""
"121879","","Dopplereffekt","","","Gesamtkunstwerk","1999","0","o","","MP3",  ""
"121878","","Dopplereffekt","","","Linear Accelerator","2003","0","w","","CD",  ""
"40404","","Drexciya","","","Harnessed the Storm","2002","0","w","","CD",  ""
"552814","","Drowning Pool","","","Satori","1987","0","w","","LP",  ""
"9749666","Kevin","Drumm","","","Sunday","2018","4","n","","",  ""
"5847188","François","Dufrêne","","","Cri-Rythmes","1977","7","w","","Cassette",  ""
"3204751","François","Dufrêne","","","Oeuvre désintégrale","2007","7","n","","",  ""
"267377","John","Duncan","","","Seek: Mort aux vaches","1998","0","o","","MP3",  ""
"8685303","","Duster","","","Experimental Dust","2000","0","w","","MP3",  ""
"13541","","Duster","","","Stratosphere","1998","7","o","","MP3",  ""
"3892554","","DVS1","","","Evolve / Submerge","2011","7","o","","MP3",  ""
"6962735","The","Eberly Brothers","","","Gods Puppets","1987","0","w","","Cassette",  ""
"323666","","E.G Oblique Graph","","","Piano Room","1982","0","w","","Cassette",  ""
"323668","","E.G Oblique Graph","","","Triptych","1982","0","o","","MP3",  ""
"1020562","","Einstürzende Neubauten","","","Chaos -> Sehnsucht / Energie","1980","0","w","","MP3",  ""
"752184","","Einstürzende Neubauten","","","Drawings of O.T.","1984","0","o","","MP3",  ""
"7546","","Einstürzende Neubauten","","","Silence Is Sexy","2000","8","o","","MP3",  ""
"195794","","Einstürzende Neubauten","","","Zeichnungen des Patienten O.T.","2002","9","o","","MP3",  ""
"9939954","","Einwegexistenz","","","Ein Arbeitsbericht","1981","0","w","","Cassette",  ""
"368680","Hanns","Eisler","","","Die Mutter","1968","0","w","","",  ""
"9788218","Halim","El-Dabh","","","Laiyla and the Poet","2015","0","w","","MP3",  ""
"2328294","","Electric Party","","","Work","1982","0","o","","MP3",  ""
"1623935","","Electro Static Cat","","","Dysteleology","1987","0","w","","LP",  ""
"38428","","Elephant's Memory","","","Elephant's Memory","1972","0","w","","LP",  ""
"10550800","Leif","Elggren","","","Kapotte Muziek by Leif Elggren","1998","0","w","","LP",  ""
"3474708","","Emptyset","","","Demiurge","2011","0","w","","CD",  ""
"3435182","","Ende Shneafliet","","","Animals From Outer Space","1981","0","w","","Cassette",  ""
"3818456","","Ende Shneafliet","","","Symphoy Romant","1983","0","w","","Cassette",  ""
"1281","Brian","Eno","","","Ambient 4: On Land","1982","7","n","","",  ""
"9799","","Enon","","","Believo!","2000","0","w","","CD",  ""
"1690519","","Ensemble für Experimentelle Musik 2006","","","Voice, Books and FIRE 3","2008","0","w","","CD",  ""
"1690522","","Ensemble Oriol Berlin","","","A Catalogue of Sounds 1995-1997","2005","0","w","","CD",  ""
"262357","","Ensemble Pittoresque","","","For This Is Past","1983","0","o","","MP3",  ""
"1554367","L'","Éponge synthétique","","","Neiges et amours romantiques","1985","0","w","","Cassette",  ""
"857222","","Eraserheads","","","UltraElectroMagneticPop!","1993","6","u","","MP3",  ""
"508461","","Ermeneuma","","","Presagio","1994","0","w","","Cassette",  ""
"147650","","Es","","","Kaikkeuden kauneus ja käsittämättömyys","2004","0","w","","CD",  ""
"754061","","Esplendor Geométrico","","","1980-1981","1986","0","w","","Cassette",  ""
"4166731","","Esplendor Geométrico","","","1980-1981 Prehistoric Sounds - Necrosis En La Poya &amp; More","2012","7","w","","LP",  ""
"3749353","","Esplendor Geométrico","","","Desarrollos geométricos","2011","6","w","","MP3",  ""
"524959","","Esplendor Geométrico","","","EG-1","1981","7","o","","MP3",  ""
"207571","","Esplendor Geométrico","","","El acero del partido / Héroe del trabajo","1982","0","w","","LP",  ""
"3516152","","Esplendor Geométrico","","","En directo: Madrid y Tolosa","1987","8","o","","MP3",  ""
"780677","","Esplendor Geométrico","","","Kosmos kino","1988","0","w","","LP",  ""
"385881","","Esplendor Geométrico","","","Moscú está helado","2004","0","w","","CD",  ""
"628302","","Esplendor Geométrico","","","Nador","1995","0","w","","CD",  ""
"628304","","Esplendor Geométrico","","","Polyglophone","1997","0","w","","CD",  ""
"17242","","Essential Logic","","","Beat Rhythm News","1979","0","w","","LP",  ""
"779864","","Étant Donnés","","","Ceux que j'aime / Ce que je hais","1983","0","w","","Cassette",  ""
"779871","","Étant Donnés","","","Cinq portes soudées / Les cent jours clairs","1984","0","w","","Cassette",  ""
"233660","","Étant Donnés","","","Mort aux vaches","1997","0","w","","CD",  ""
"527039","","Etat Brut","","","Géométrie d'un assassinat","1982","8","o","","MP3",  ""
"527041","","Etat Brut","","","Mutations et prothèses","1981","7","o","","MP3",  ""
"2086509","The","Event Group","","","The Event Group","1981","0","o","","MP3",  ""
"5498589","","Evigt Mörker","","","1","2013","0","w","","LP",  ""
"7147621","","Evigt Mörker","","","3","2015","0","w","","LP",  ""
"7720886","","Exael","","","Miche","2016","0","w","","Cassette",  ""
"3707031","","Ex-Cess","","","Osiguranje životne večnosti","1991","0","w","","",  ""
"1122673","","Excretion","","","The Dream of Blood","1992","0","o","","MP3",  ""
"324380","","Executive Slacks","","","You Can't Hum When You're Dead","1984","0","w","","LP",  ""
"315754","","Experimental Products","","","Glowing in the Dark","1984","0","w","","LP",  ""
"32682","","Eyeless in Gaza","","","Photographs as Memories","1981","0","w","","LP",  ""
"170043","De","Fabriek","","","Compressie Slag","1992","0","o","","MP3",  ""
"2146125","De","Fabriek","","","Enz, Enz","1984","0","w","","Cassette",  ""
"516993","De","Fabriek","","","Labish Intermediaries","1989","0","w","","LP",  ""
"796969","De","Fabriek","","","Made in Spain","1987","0","w","","LP",  ""
"516989","De","Fabriek","","","Neveleiland","1983","0","w","","LP",  ""
"122027","De","Fabriek","","","Save the Planet and The Flowers of Evil","1994","0","w","","CD",  ""
"134260","","Factrix","","","Artifact","2003","0","w","","CD",  ""
"178754","","Factrix","","","Scheintot","1981","0","w","","LP",  ""
"1301989","","Factums","","","The Sistrum","2008","0","w","","LP",  ""
"13436","","Fad Gadget","","","Gag","1984","0","w","","LP",  ""
"636611","","Fanny","","","Fuck Everything That Moves","2002","6","o","","MP3",  ""
"402141","","Fatal","","","Retrospective From Hell","2005","7","o","","MP3",  ""
"8501739","","Fatal","","","Soul Burning Still - A Fatal Retrospective","2017","7","o","","MP3",  ""
"6212","","Faust","","","Return of a Legend: Munic and Elsewhere","1986","0","w","","LP",  ""
"6208","","Faust","","","So Far","1972","7","o","","MP3",  ""
"8730061","","Faust","","","The Faust Tapes","1995","0","o","","MP3",  ""
"219181","","Fenin","","","Container","2002","0","w","","",  ""
"2322577","Luc","Ferrari","","","L'œuvre électronique","2009","0","o","","MP3",  ""
"10471345","Luc","Ferrari","","","Photophonie","2019","0","w","","MP3",  ""
"835346","Luc","Ferrari","","","Presque rien","1995","0","o","","MP3",  ""
"14775638","Luc","Ferrari","","","Solitude Transit","2022","0","w","","MP3",  ""
"498313","Luc","Ferrari","","","Son mémorisé","2006","0","w","","MP3",  ""
"12489971","The","Fibonacci Sequence","","","Quartet for the End of Time","2009","7","w","","MP3",  ""
"127958","","Filament","","","29092000","2001","0","w","","CD",  ""
"2110501","","Fist of Fury","","","The Exorcist","2001","8","o","","MP3",  ""
"126256","","Five or Six","","","Polar Exposure","1981","0","w","","LP",  ""
"6139710","Fanon","Flowers","","","Trackmodes","1998","7","o","","MP3",  ""
"183197","","Flue","","","One and a Half","1981","0","w","","LP",  ""
"600359","","FLUX Quartet","","","Feldman Edition 6: String Quartet No. 2","2002","0","o","","MP3",  ""
"279912","","Food Brain","","","Social Gathering","1970","0","w","","LP",  ""
"32398","","Fra Lippo Lippi","","","In Silence","1981","8","o","","MP3",  ""
"32400","","Fra Lippo Lippi","","","Light and Shade","1987","5","n","","",  ""
"3105168","","Freiband","","","Kapotte Muziek By Freiband","2007","0","w","","CD-R",  ""
"882840","Ben","Frost","","","Steel Wound","2003","0","w","","CD",  ""
"835759","Ellen","Fullman","","","The Long String Instrument","1985","0","w","","LP",  ""
"4351207","","Function","","","Incubation","2013","7","o","","MP3",  ""
"1646009","Runhild","Gammelsæter","","","Amplicon","2008","0","w","","",  ""
"191330","Anna","Gardeck","","","Bondage Women","2000","0","w","","CD-R",  ""
"4150197","","Gastric Band","","","Party Feel","2012","0","w","","MP3",  ""
"242282","","Gauze","","","Fuck Heads","1984","7","o","","MP3",  ""
"1953984","","Gayang Kulintangan","","","Lambayad Naga Do Totuvong","2008","2","n","","",  ""
"803056","","Geile Tiere","","","Geile Tiere / Ausbildung","1982","0","w","","LP",  ""
"7807960","","Gëinst","","","Uchronie EP","2016","0","w","","LP",  ""
"890280","","Geisterfahrer","","","1979-1989","2005","0","w","","CD",  ""
"2466017","","Genocide Organ","","","Live in Japan 2007","2009","0","w","","LP",  ""
"483753","The","Gentry","","","Fragments of Truth","1984","0","w","","LP",  ""
"2465187","Pierre","Gerard","","","Plateaux (For Gilles Deleuze)","2009","0","w","","CD-R",  ""
"14774972","Cheb","Gero","","","Muslimgauze Memorial Mixtape","2022","0","w","","MP3",  ""
"4281","The","Gerogerigegege","","","Instruments Disorder (170 Songs CD)","1994","0","w","","CD",  ""
"1321300","","Gestalt","","","Le Sommeil Du Singe","1987","0","o","","MP3",  ""
"8614507","","GGUW","","","BEHAUPTUNGSANIMALITÄT","2017","0","w","","Cassette",  ""
"12103592","Maeve","Gilchrist","","","The Harpweaver","2020","7","n","","",  ""
"218626","","G.I.S.M.","","","Detestation","1983","0","w","","LP",  ""
"1070182","Philip","Glass","","","Einstein on the Beach","1979","7","n","","",  ""
"3937514","Philip","Glass","","","Einstein on the Beach - The Sony Opera House","2012","0","o","","MP3",  ""
"28513","Philip","Glass","","","Koyaanisqatsi","1983","8","o","","MP3",  ""
"10639","Philip","Glass","","","Solo Piano","1989","8","o","","MP3",  ""
"162111","Bernd","Glemser","","","Piano Sonatas Vol. 1","1994","0","w","","CD",  ""
"296076","","Glorious Din","","","Leading Stolen Horses","1985","7","o","","MP3",  ""
"14680419","","Glücklich","","","Wir Wollten Doch Den Weltuntergang Zusammen Erleben","1982","4","o","","MP3",  ""
"2602","","Godspeed You! Black Emperor","","","Lift Yr. Skinny Fists Like Antennas to Heaven!","2000","4","u","","MP3",  ""
"780598","","Goem","","","Mort aux vaches","1999","7","o","","MP3",  ""
"588998","","Goem","","","Reduktie","1998","0","w","","CD",  ""
"208093","","Goem","","","Stud Stim","1997","0","w","","CD",  ""
"72804","","Goldcard","","","Goldcard","2003","0","w","","CD",  ""
"396773","Wally","Gonzalez","","","Tunog Pinoy","1977","0","w","","LP",  ""
"947638","","Goreaphobia","","","Morbidious Pathology","1990","0","u","","MP3",  ""
"40319","","Gorguts","","","Considered Dead","1991","8","w","","CD",  ""
"234671","Bojan","Gorišek","","","Bojan Gorišek Plays George Crumb, 4","1997","0","w","","CD",  ""
"117354","Annie","Gosfield","","","Burnt Ivory and Loose Wires","1998","0","w","","CD",  ""
"457291","Glenn","Gould","","","The 3 Piano Sonatas","1993","0","w","","CD",  ""
"638676","Percy","Grainger","","","Londonderry Air: The Music Of Percy Grainger / E.C.G. Orchestra / Monteverdi Choir / John Elliot Gardiner","1996","0","w","","",  ""
"1168334","","Grand Valley State University New Music Ensemble","","","Music for 18 Musicians","2007","0","w","","SACD",  ""
"70599","","Grauzone","","","Die Sunrise Tapes","1998","0","w","","CD",  ""
"4846955","","Grave Upheaval","","","[untitled]","2013","0","w","","LP",  ""
"123865","Jeff","Greinke","","","Cities in Fog","1985","0","w","","LP",  ""
"80644","","Gridlock","","","Engram","2002","0","w","","LP",  ""
"2794885","","Grim","","","Folk Songs for an Obscure Race","2009","8","o","","MP3",  ""
"3799125","","Grim","","","Vital 1983-89","2011","0","w","","LP",  ""
"342996","","Groupe de Recherches Musicales de la RTF","","","Musique concrète","1960","0","w","","LP",  ""
"924143","","Groupe de Recherches Musicales de la RTF","","","Persepolis","1971","8","o","","MP3",  ""
"3628219","","Gruppenbild","","","Tranquillity / Onbereikbaar","1982","9","o","","MP3",  ""
"911581","","Guerre froide","","","Archives","1985","0","w","","Cassette",  ""
"280335","","Guerre froide","","","Guerre froide","1981","8","o","","MP3",  ""
"2276675","Dominique","Guiot","","","L'univers de la mer","1978","6","n","","",  ""
"1341782","","Guyer's Connection","","","Guyer's Connection","2005","0","o","","MP3",  ""
"22312","","GZA/Genius","","","Liquid Swords","1995","0","o","","MP3",  ""
"152736","The","Hafler Trio","","","One Dozen Ecomomical Stories by Peter Greenaway","1994","0","w","","CD",  ""
"8364615","Marc-André","Hamelin","","","For Bunita Marcus","2017","8","o","","MP3",  ""
"441048","Marc-André","Hamelin","","","Paganini Studies; March Transcriptions","2002","0","o","","MP3",  ""
"938064","Marc-André","Hamelin","","","Suicide in an Airplane; Danse sauvage; Sonata 8 and Other Piano Music","2002","0","o","","MP3",  ""
"232833","Marc-André","Hamelin","","","The Complete Piano Sonatas","1996","0","w","","CD",  ""
"2372801","","Hands To","","","Artiment","1989","0","o","","MP3",  ""
"3523859","","Hands To","","","Catalogue of Abuse","1988","0","o","","MP3",  ""
"2009355","","Hands To","","","Christage","1987","0","w","","Cassette",  ""
"576605","Beaumont","Hannant","","","Texturology","1994","0","o","","MP3",  ""
"1149942","Mike","Hanopol","","","Buhay Musikero","1977","0","w","","LP",  ""
"12070657","James &#34;Twig&#34;","Harper","","","External Boundless Prison / In 4 Parts","2020","0","u","","MP3",  ""
